eid,state,job,ara,probsick
573028,"TX","engineer",.0191,.01
573037,"MA","engineer",.0033,.042
573042,"MA","sales",.006,.071
573067,"TX","engineer",.0028,.084
573072,"TX","engineer",.0011,.101
573076,"MA","engineer",.0006,.056
573081,"MA","sales",.0009,.044
573083,"TX","engineer",.0007,.105
573091,"MA","sales",.0052,.036
573095,"TX","engineer",.0004,.108
573124,"MA","sales",.0046,.015
573137,"MA","sales",.0048,.19
573144,"TX","engineer",.0069,.054
573153,"MA","sales",.0058,.028
573163,"MA","sales",.0082,.186
573165,"MA","engineer",.0051,.043
573180,"TX","engineer",.0035,.078
573182,"MA","engineer",.0063,.106
573195,"MA","engineer",.0069,.168
573206,"MA","engineer",.0024,.224
573209,"MA","engineer",.002,.184
573221,"TX","engineer",.0077,.049
573241,"TX","engineer",.0124,.027
573247,"MA","engineer",.009,.239
573253,"TX","engineer",.0066,.056
573280,"MA","engineer",.0055,.063
573294,"MA","engineer",.0039,.108
573301,"MA","sales",.0051,.098
573334,"MA","sales",.0075,.177
573347,"MA","sales",.0079,.224
573370,"MA","engineer",.0037,.179
573392,"TX","sales",.0066,.056
573402,"MA","engineer",.0041,.285
573404,"MA","engineer",.0066,.088
573409,"MA","sales",.0024,.016
573422,"MA","sales",.0034,.023
573430,"MA","sales",.002,.032
573432,"TX","engineer",.0086,.044
573442,"TX","sales",.0187,.011
573443,"MA","sales",.0038,.082
573485,"MA","sales",.0048,.193
573496,"MA","sales",.0079,.213
573500,"MA","engineer",.0066,.229
573512,"MA","sales",.0029,.176
573521,"TX","engineer",.0091,.041
573572,"MA","engineer",.0079,.188
573574,"MA","sales",.0058,.058
573583,"MA","sales",.0039,.015
573610,"MA","sales",.0087,.238
573611,"MA","sales",.0078,.301
573625,"MA","engineer",.0059,.067
573626,"MA","sales",.0011,.067
573630,"TX","engineer",.0082,.046
573632,"MA","sales",.0073,.201
573643,"MA","sales",.0017,.042
573650,"MA","sales",.0042,.149
573661,"MA","sales",.0078,.211
573667,"MA","sales",.0068,.217
573670,"TX","engineer",.0051,.066
573684,"TX","engineer",.0033,.08
573686,"MA","sales",.0049,.063
573709,"TX","engineer",.0015,.096
573732,"MA","sales",.0033,.243
573739,"TX","engineer",.0028,.084
573757,"MA","sales",.003,.178
573759,"MA","engineer",.0028,.142
573771,"TX","engineer",.003,.083
573773,"TX","engineer",.0064,.056
573787,"MA","sales",.0049,.041
573804,"MA","sales",.0017,.087
573816,"TX","engineer",.0092,.041
573825,"MA","engineer",.0065,.036
573840,"TX","sales",.007,.053
573865,"MA","engineer",.0029,.043
573867,"TX","engineer",.0086,.044
573870,"TX","engineer",.0122,.028
573873,"TX","engineer",.0031,.082
573876,"MA","sales",.0047,.101
573905,"MA","sales",.0041,.098
573911,"MA","sales",.0058,.272
573926,"TX","engineer",.0065,.056
573940,"TX","engineer",.006,.06
573944,"TX","engineer",.0053,.065
573945,"TX","engineer",.0033,.08
573949,"TX","engineer",.0054,.063
573962,"TX","engineer",.0113,.031
573967,"MA","sales",.0073,.292
573999,"MA","engineer",.005,.057
574001,"MA","engineer",.0059,.33
574028,"TX","engineer",.0071,.052
574042,"TX","engineer",.0038,.076
574044,"MA","engineer",.0041,.24
574053,"MA","engineer",.0062,.09
574063,"MA","sales",.0012,.044
574068,"TX","sales",.0091,.041
574071,"MA","sales",.0025,.105
574078,"TX","engineer",.0076,.05
574081,"TX","engineer",.0013,.098
574090,"MA","sales",.0029,.04
574104,"TX","engineer",.0179,.012
574130,"MA","sales",.0049,.261
574136,"MA","engineer",.0033,.011
574167,"TX","engineer",.0057,.061
574201,"TX","sales",.0033,.08
574203,"MA","sales",.0049,.154
574207,"MA","sales",.006,.063
574209,"MA","engineer",.0067,.023
574219,"MA","sales",.0071,.241
574237,"MA","sales",.0069,.07
574255,"MA","engineer",.0064,.143
574257,"MA","sales",.0034,.113
574268,"MA","engineer",.0051,.227
574269,"TX","engineer",.0063,.058
574272,"MA","sales",.0067,.204
574283,"TX","engineer",.0181,.012
574294,"MA","sales",.0033,.01
574297,"TX","engineer",.0028,.084
574306,"TX","engineer",.0161,.016
574312,"MA","sales",.006,.172
574322,"MA","sales",.0049,.067
574332,"MA","sales",.0069,.319
574342,"MA","sales",.0061,.169
574352,"MA","sales",.0019,.083
574355,"MA","engineer",.0024,.147
574384,"MA","sales",.0062,.144
574392,"MA","sales",.0058,.241
574400,"MA","sales",.003,.206
574414,"MA","engineer",.0097,.315
574441,"MA","sales",.0047,.092
574451,"MA","engineer",.0031,.124
574452,"TX","engineer",.0057,.061
574456,"MA","sales",.0059,.061
574472,"MA","sales",.0008,.109
574475,"MA","sales",.0039,.238
574494,"MA","sales",.0066,.163
574511,"MA","engineer",.0043,.228
574514,"MA","engineer",.004,.056
574517,"MA","sales",.0061,.044
574529,"TX","engineer",.009,.042
574537,"MA","engineer",.004,.094
574550,"MA","sales",.0083,.223
574576,"TX","sales",.0081,.046
574629,"MA","engineer",.002,.092
574632,"TX","sales",.0071,.052
574640,"MA","engineer",.003,.104
574656,"MA","sales",.0072,.113
574698,"MA","sales",.0044,.162
574711,"MA","sales",.0053,.231
574720,"MA","sales",.0055,.167
574727,"TX","engineer",.0072,.052
574740,"TX","engineer",.0096,.039
574755,"TX","engineer",.0057,.061
574765,"TX","engineer",.0013,.099
574773,"MA","sales",.0048,.288
574774,"TX","engineer",.004,.074
574779,"MA","engineer",.0032,.202
574799,"TX","sales",.0096,.039
574811,"MA","engineer",.0028,.012
574821,"MA","sales",.0075,.132
574829,"TX","engineer",.0072,.051
574830,"MA","sales",.0067,.295
574839,"MA","sales",.0047,.228
574859,"TX","engineer",.0062,.058
574886,"MA","engineer",.0068,.291
574904,"MA","sales",.0052,.201
574918,"MA","engineer",.0017,.117
574922,"TX","engineer",.005,.067
574939,"MA","engineer",.0049,.015
574948,"TX","engineer",.0119,.029
574949,"TX","sales",.0046,.07
574963,"MA","engineer",.0041,.073
574964,"MA","sales",.0068,.113
574969,"MA","engineer",.0032,.229
574974,"MA","engineer",.0038,.149
574982,"TX","sales",.0004,.108
574987,"TX","sales",.0081,.047
575002,"MA","engineer",.0072,.321
575016,"MA","sales",.0032,.257
575019,"TX","sales",.0001,.111
575020,"MA","engineer",.0059,.102
575048,"MA","sales",.0069,.273
575069,"MA","engineer",.0044,.149
575079,"TX","engineer",.0139,.022
575082,"MA","engineer",.0047,.055
575102,"TX","engineer",.0093,.04
575112,"MA","sales",.0059,.146
575140,"MA","engineer",.0047,.082
575164,"TX","sales",.0092,.041
575171,"MA","engineer",.0046,.214
575174,"MA","engineer",.008,.225
575175,"MA","sales",.0042,.287
575185,"MA","engineer",.0022,.053
575202,"MA","sales",.005,.096
575227,"MA","sales",.0015,.084
575236,"TX","engineer",.0024,.088
575242,"MA","sales",.0098,.298
575246,"MA","engineer",.0051,.141
575252,"TX","engineer",.0184,.011
575274,"TX","engineer",.0072,.052
575302,"MA","sales",.0021,.012
575306,"TX","engineer",.0167,.015
575316,"MA","sales",.0021,.068
575318,"TX","engineer",.0028,.084
575320,"MA","engineer",.0019,.059
575324,"TX","sales",.0043,.071
575330,"MA","sales",.0094,.311
575336,"MA","sales",.0017,.084
575339,"MA","sales",.0033,.065
575351,"TX","sales",.0048,.068
575356,"MA","sales",.007,.162
575382,"MA","sales",.0056,.065
575420,"MA","engineer",.0035,.189
575429,"MA","sales",.0041,.223
575431,"MA","sales",.0041,.075
575435,"TX","engineer",.0062,.058
575439,"MA","sales",.0043,.224
575445,"MA","engineer",.0041,.104
575449,"MA","sales",.0048,.012
575460,"MA","sales",.0028,.038
575462,"MA","sales",.0043,.237
575463,"TX","sales",.0018,.094
575501,"MA","sales",.0058,.05
575505,"MA","sales",.0013,.136
575509,"MA","sales",.0076,.269
575510,"MA","sales",.0069,.124
575512,"MA","sales",.0026,.043
575533,"MA","engineer",.0044,.022
575553,"TX","engineer",.0136,.023
575555,"MA","engineer",.0064,.08
575577,"TX","engineer",.0011,.101
575580,"TX","engineer",.0099,.037
575591,"MA","sales",.0023,.172
575607,"MA","sales",.004,.085
575618,"MA","sales",.0058,.243
575623,"TX","sales",.0001,.112
575633,"MA","engineer",.0021,.04
575659,"TX","engineer",.001,.102
575680,"MA","engineer",.0046,.012
575683,"MA","sales",.005,.073
575703,"TX","engineer",.0044,.071
575705,"MA","engineer",.0039,.032
575711,"MA","sales",.0021,.049
575730,"TX","engineer",.018,.012
575731,"MA","engineer",.0048,.051
575758,"MA","sales",.002,.056
575768,"MA","engineer",.0067,.044
575778,"TX","engineer",.0045,.07
575784,"TX","engineer",.0002,.11
575797,"TX","engineer",.0016,.095
575826,"MA","engineer",.0058,.314
575841,"MA","engineer",.004,.136
575842,"TX","engineer",.0128,.026
575852,"MA","engineer",.0067,.044
575875,"MA","sales",.0067,.013
575881,"TX","sales",.0185,.011
575882,"MA","engineer",.0053,.031
575888,"TX","sales",.0004,.108
575891,"TX","engineer",.0038,.076
575895,"MA","engineer",.0065,.122
575935,"TX","engineer",.004,.074
575947,"MA","sales",.0065,.195
575962,"MA","sales",.0048,.11
575964,"TX","engineer",.0087,.043
575970,"TX","engineer",.0052,.065
575974,"MA","sales",.004,.082
575975,"MA","engineer",.0052,.287
575976,"MA","sales",.0061,.196
575979,"MA","engineer",.002,.032
575998,"MA","sales",.0053,.051
576006,"MA","sales",.0041,.122
576009,"TX","engineer",.0012,.099
576010,"MA","engineer",.0068,.072
576028,"MA","engineer",.0042,.124
576035,"MA","sales",.0029,.113
576061,"MA","engineer",.0063,.206
576074,"MA","sales",.0034,.03
576084,"TX","engineer",.0097,.038
576088,"MA","sales",.0064,.067
576105,"TX","engineer",.0057,.061
576129,"MA","sales",.0025,.127
576132,"MA","sales",.0013,.014
576134,"TX","engineer",.001,.102
576143,"TX","engineer",.0119,.029
576164,"TX","engineer",.0076,.049
576165,"MA","sales",.0086,.244
576174,"MA","sales",.0061,.175
576182,"TX","engineer",.0073,.051
576189,"MA","sales",.0044,.083
576199,"MA","engineer",.0052,.286
576205,"MA","engineer",.001,.118
576206,"MA","engineer",.0053,.099
576227,"MA","sales",.0018,.13
576231,"TX","engineer",.0049,.068
576233,"MA","sales",.0059,.123
576245,"MA","engineer",.0072,.148
576248,"MA","sales",.0061,.094
576265,"MA","engineer",.0046,.013
576290,"TX","engineer",.0066,.055
576322,"MA","sales",.0055,.132
576325,"MA","sales",.0103,.32
576336,"TX","engineer",.0003,.11
576370,"TX","engineer",.0132,.024
576387,"TX","sales",.0029,.083
576390,"TX","engineer",.0077,.049
576398,"MA","sales",.0062,.27
576408,"MA","sales",.002,.105
576411,"MA","sales",.0051,.021
576416,"MA","sales",.0008,.104
576418,"MA","engineer",.005,.07
576420,"MA","sales",.0079,.185
576441,"MA","sales",.0034,.28
576444,"TX","engineer",.0117,.03
576485,"MA","sales",.0041,.04
576489,"MA","sales",.0013,.049
576520,"MA","engineer",.0026,.046
576530,"MA","sales",.0022,.113
576532,"MA","sales",.0012,.043
576560,"MA","sales",.0038,.08
576563,"MA","engineer",.0027,.086
576567,"TX","engineer",.0006,.106
576568,"TX","engineer",.0019,.092
576596,"TX","engineer",.0138,.022
576601,"MA","sales",.005,.078
576603,"TX","engineer",.0023,.089
576612,"MA","sales",.0075,.176
576621,"MA","engineer",.0076,.236
576658,"MA","engineer",.008,.18
576662,"TX","sales",.0093,.04
576678,"TX","engineer",.0191,.01
576679,"TX","engineer",.0027,.085
576681,"MA","sales",.0052,.238
576706,"MA","engineer",.0069,.042
576712,"TX","engineer",.0093,.04
576727,"MA","engineer",.0037,.249
576737,"MA","sales",.0059,.054
576740,"MA","engineer",.0044,.065
576743,"TX","engineer",.0105,.034
576744,"TX","sales",.0173,.013
576764,"TX","engineer",.001,.101
576785,"MA","engineer",.0042,.188
576792,"MA","engineer",.0026,.13
576806,"MA","engineer",.005,.277
576811,"TX","engineer",.0019,.093
576819,"MA","engineer",.0015,.06
576821,"MA","engineer",.0014,.104
576835,"MA","sales",.0056,.19
576837,"TX","engineer",.0037,.076
576858,"MA","engineer",.0064,.015
576871,"MA","engineer",.0054,.281
576873,"MA","engineer",.0045,.13
576877,"MA","engineer",.0045,.038
576880,"MA","sales",.0039,.197
576908,"MA","engineer",.0047,.22
576919,"MA","sales",.0038,.016
576928,"MA","sales",.0053,.114
576930,"MA","engineer",.0036,.076
576932,"TX","engineer",.0035,.079
576961,"MA","engineer",.0007,.072
576966,"MA","engineer",.0036,.079
576969,"MA","sales",.0064,.051
576983,"TX","engineer",.0078,.048
576990,"MA","sales",.0038,.087
577007,"TX","engineer",.0069,.054
577027,"MA","sales",.0048,.061
577042,"MA","sales",.0067,.117
577048,"MA","sales",.0044,.05
577064,"TX","engineer",.0096,.039
577065,"TX","engineer",.0107,.034
577070,"MA","engineer",.0036,.121
577075,"TX","engineer",.0082,.046
577088,"MA","sales",.0014,.107
577095,"MA","engineer",.0074,.219
577101,"TX","sales",.0035,.078
577103,"TX","engineer",.0035,.078
577125,"TX","engineer",.0006,.106
577155,"TX","sales",.0108,.033
577162,"MA","engineer",.0033,.041
577163,"TX","engineer",.0012,.1
577168,"MA","sales",.0073,.122
577177,"TX","engineer",.0119,.029
577180,"MA","sales",.0019,.08
577185,"MA","sales",.0025,.079
577193,"MA","sales",.0069,.211
577206,"MA","sales",.0064,.322
577211,"TX","engineer",.0091,.041
577217,"MA","engineer",.0046,.152
577221,"MA","sales",.003,.018
577243,"MA","engineer",.0068,.138
577252,"MA","sales",.0043,.047
577285,"TX","sales",.0039,.075
577306,"MA","sales",.0038,.088
577313,"MA","sales",.0019,.154
577322,"MA","sales",.0042,.071
577323,"MA","sales",.0052,.291
577325,"MA","sales",.0054,.276
577328,"TX","engineer",.0028,.084
577329,"MA","sales",.0054,.215
577336,"TX","engineer",.0112,.032
577338,"MA","engineer",.0067,.162
577344,"MA","sales",.0034,.033
577366,"TX","engineer",.0068,.054
577371,"MA","engineer",.0011,.076
577375,"MA","sales",.0048,.261
577390,"TX","engineer",.0043,.072
577396,"TX","engineer",.0152,.018
577403,"MA","engineer",.0007,.014
577423,"MA","engineer",.0053,.016
577435,"MA","engineer",.0091,.266
577448,"MA","sales",.0037,.115
577452,"TX","engineer",.0168,.015
577473,"TX","sales",.0122,.028
577500,"MA","engineer",.0043,.183
577503,"MA","sales",.0047,.078
577522,"MA","sales",.0035,.23
577528,"MA","engineer",.0026,.054
577537,"MA","engineer",.0011,.021
577540,"MA","sales",.0079,.24
577541,"MA","sales",.0035,.071
577551,"TX","engineer",.0087,.043
577554,"MA","engineer",.0059,.269
577583,"MA","sales",.0052,.16
577589,"MA","sales",.0085,.218
577590,"MA","sales",.0051,.094
577592,"MA","sales",.0026,.093
577600,"MA","sales",.0103,.304
577617,"MA","sales",.0062,.041
577620,"TX","sales",.0146,.02
577642,"TX","engineer",.0132,.024
577655,"TX","engineer",.0056,.062
577661,"MA","sales",.0015,.077
577673,"TX","engineer",.0005,.107
577682,"MA","engineer",.0053,.064
577688,"TX","sales",.0069,.054
577702,"MA","engineer",.0087,.268
577706,"MA","sales",.0059,.03
577745,"MA","sales",.0052,.26
577754,"MA","engineer",.0052,.05
577760,"MA","sales",.0063,.125
577761,"MA","engineer",.0009,.026
577769,"MA","sales",.0048,.325
577775,"MA","engineer",.0066,.048
577796,"MA","sales",.002,.076
577806,"MA","engineer",.0051,.236
577833,"MA","engineer",.0066,.083
577849,"TX","sales",.0019,.092
577874,"MA","sales",.0077,.256
577884,"TX","sales",.0122,.028
577888,"MA","engineer",.0013,.116
577912,"MA","engineer",.0077,.17
577918,"MA","sales",.0094,.295
577933,"MA","engineer",.0025,.198
577964,"MA","engineer",.0021,.016
577990,"MA","engineer",.0065,.133
578012,"MA","engineer",.0037,.197
578026,"MA","sales",.0063,.099
578043,"MA","engineer",.0031,.08
578047,"MA","engineer",.0042,.182
578059,"MA","engineer",.0019,.175
578069,"MA","sales",.003,.148
578074,"MA","engineer",.0038,.042
578075,"MA","engineer",.0024,.051
578080,"TX","engineer",.0021,.091
578087,"MA","sales",.0006,.081
578088,"MA","engineer",.0067,.314
578094,"MA","engineer",.0014,.059
578095,"MA","sales",.0052,.129
578102,"MA","sales",.0023,.073
578108,"MA","engineer",.0063,.144
578111,"TX","engineer",.0104,.035
578114,"TX","engineer",.0018,.094
578115,"MA","sales",.0093,.313
578118,"MA","sales",.0032,.097
578124,"MA","sales",.0064,.139
578144,"MA","sales",.0018,.08
578155,"MA","sales",.0067,.237
578160,"MA","sales",.0056,.027
578164,"MA","sales",.002,.191
578170,"TX","engineer",.0143,.021
578189,"MA","sales",.0013,.043
578197,"MA","sales",.0045,.157
578201,"MA","sales",.003,.058
578202,"MA","engineer",.0022,.039
578205,"MA","engineer",.0009,.083
578212,"TX","engineer",.0043,.072
578217,"MA","sales",.0072,.176
578228,"MA","engineer",.0029,.194
578239,"TX","sales",.0029,.084
578247,"TX","engineer",.0017,.095
578251,"TX","engineer",.0109,.033
578256,"MA","engineer",.0051,.163
578270,"TX","engineer",.0064,.057
578275,"TX","sales",.0096,.039
578309,"TX","engineer",.0031,.082
578315,"TX","engineer",.0136,.023
578325,"MA","sales",.0049,.173
578327,"MA","engineer",.001,.069
578334,"MA","engineer",.0085,.246
578341,"TX","engineer",.0036,.077
578363,"MA","sales",.0028,.22
578394,"TX","engineer",.0111,.032
578395,"MA","engineer",.0053,.011
578423,"MA","engineer",.0034,.097
578439,"TX","engineer",.0062,.058
578444,"MA","engineer",.0049,.33
578448,"TX","engineer",.0046,.069
578471,"TX","engineer",.0015,.097
578473,"MA","sales",.0035,.203
578508,"TX","sales",.0004,.108
578524,"TX","engineer",.009,.041
578530,"MA","engineer",.0009,.03
578539,"TX","engineer",.0025,.087
578552,"MA","engineer",.002,.017
578561,"TX","sales",.0185,.011
578568,"MA","engineer",.0023,.15
578591,"MA","sales",.0018,.013
578596,"TX","engineer",0,.112
578600,"TX","engineer",.012,.028
578621,"MA","engineer",.0024,.171
578627,"TX","engineer",.0088,.043
578636,"TX","engineer",.0182,.012
578643,"MA","sales",.0068,.044
578646,"TX","engineer",.0023,.089
578655,"TX","engineer",.01,.037
578661,"MA","engineer",.0024,.108
578666,"MA","sales",.0032,.174
578675,"MA","sales",.0044,.079
578678,"TX","engineer",.0046,.07
578685,"MA","sales",.0078,.174
578687,"MA","engineer",.0053,.153
578696,"MA","sales",.0077,.256
578735,"TX","engineer",.0031,.081
578737,"MA","sales",.0031,.027
578756,"TX","sales",.0085,.044
578770,"MA","engineer",.0055,.219
578804,"MA","sales",.0023,.077
578852,"TX","engineer",.0023,.089
578853,"MA","sales",.0063,.166
578865,"MA","engineer",.0023,.189
578881,"MA","engineer",.0016,.169
578882,"MA","sales",.003,.26
578902,"MA","sales",.0087,.334
578911,"TX","engineer",.0086,.044
578917,"MA","engineer",.0049,.161
578920,"MA","engineer",.0013,.088
578949,"TX","engineer",.0095,.039
578955,"MA","sales",.0086,.284
578975,"TX","engineer",.0108,.033
578980,"TX","engineer",.0121,.028
578992,"MA","sales",.0033,.121
578997,"MA","sales",.0037,.023
579010,"MA","sales",.0054,.19
579012,"MA","sales",.007,.07
579020,"MA","engineer",.0021,.156
579021,"MA","sales",.0022,.056
579031,"MA","sales",.0032,.218
579044,"MA","sales",.0031,.155
579076,"TX","engineer",.0158,.017
579080,"MA","engineer",.0061,.171
579083,"TX","engineer",.0059,.06
579107,"MA","sales",.0018,.029
579127,"MA","engineer",.0058,.138
579131,"MA","sales",.0088,.325
579149,"MA","sales",.0034,.029
579162,"TX","engineer",.0087,.043
579171,"MA","engineer",.0078,.193
579177,"TX","engineer",.0054,.063
579186,"TX","engineer",.0037,.076
579189,"MA","engineer",.0037,.18
579201,"MA","engineer",.0053,.051
579207,"TX","engineer",.0137,.023
579214,"MA","sales",.0049,.074
579226,"MA","sales",.0068,.254
579247,"TX","sales",.0128,.026
579252,"MA","engineer",.0069,.123
579265,"TX","sales",.0077,.049
579271,"TX","engineer",.0175,.013
579294,"MA","sales",.0041,.133
579297,"TX","engineer",.0001,.112
579320,"MA","sales",.0066,.303
579336,"MA","engineer",.0072,.087
579371,"TX","engineer",.0046,.07
579387,"MA","engineer",.0045,.153
579415,"TX","sales",.0049,.067
579429,"MA","engineer",.0026,.014
579478,"MA","sales",.0054,.025
579490,"MA","engineer",.002,.13
579495,"MA","engineer",.0032,.099
579499,"MA","sales",.0059,.118
579507,"TX","engineer",.0172,.014
579510,"TX","sales",.0058,.061
579522,"MA","engineer",.0025,.136
579547,"TX","engineer",.0086,.044
579564,"MA","sales",.0046,.132
579572,"MA","sales",.0061,.133
579573,"TX","engineer",.0015,.097
579614,"MA","sales",.0028,.061
579624,"MA","sales",.0069,.182
579626,"MA","engineer",.0072,.104
579629,"MA","engineer",.0037,.16
579631,"MA","sales",.0045,.051
579639,"MA","sales",.0047,.068
579667,"MA","engineer",.004,.152
579674,"MA","sales",.0033,.154
579681,"MA","sales",.0068,.074
579701,"TX","engineer",.0076,.049
579704,"TX","engineer",.0009,.103
579797,"MA","engineer",.0066,.174
579801,"MA","sales",.0025,.146
579805,"MA","engineer",.0067,.116
579806,"TX","sales",.0058,.061
579854,"MA","sales",.0021,.168
579859,"MA","engineer",.0029,.055
579867,"MA","sales",.0019,.102
579890,"MA","sales",.0068,.014
579895,"TX","engineer",.0043,.072
579901,"MA","engineer",.0062,.249
579909,"MA","engineer",.0056,.282
579943,"MA","engineer",.0004,.021
579951,"TX","engineer",.0153,.018
579970,"MA","sales",.004,.077
579974,"TX","engineer",.0049,.067
579977,"MA","sales",.0017,.14
579989,"TX","engineer",.0123,.027
579996,"MA","sales",.0041,.226
579999,"MA","engineer",.0068,.05
580002,"TX","sales",.0013,.099
580005,"TX","sales",.0067,.055
580015,"TX","engineer",.0048,.068
580019,"TX","sales",.0149,.019
580022,"TX","engineer",.0072,.052
580037,"MA","sales",.0051,.038
580039,"MA","sales",.0037,.123
580065,"MA","sales",.0079,.194
580068,"MA","sales",.0075,.161
580076,"MA","engineer",.0074,.223
580085,"MA","sales",.0018,.128
580115,"TX","engineer",.0138,.022
580118,"TX","engineer",.005,.067
580128,"MA","sales",.004,.305
580134,"MA","sales",.0034,.242
580147,"MA","engineer",.0087,.298
580149,"TX","engineer",.0016,.096
580154,"MA","engineer",.0019,.049
580155,"TX","engineer",.0026,.086
580181,"TX","engineer",.0026,.086
580183,"MA","sales",.0013,.121
580191,"MA","sales",.0068,.159
580195,"TX","engineer",.0115,.031
580197,"TX","engineer",.0002,.11
580201,"TX","engineer",.0063,.057
580202,"MA","engineer",.0089,.309
580203,"MA","sales",.0059,.156
580218,"MA","engineer",.0107,.331
580223,"MA","sales",.004,.194
580257,"MA","engineer",.0021,.077
580265,"TX","engineer",.005,.066
580292,"MA","engineer",.0011,.092
580295,"MA","sales",.0045,.083
580300,"MA","sales",.0016,.163
580324,"MA","sales",.0071,.068
580355,"MA","sales",.0089,.328
580369,"TX","engineer",.0039,.075
580374,"MA","sales",.0055,.252
580378,"MA","sales",.0053,.048
580382,"TX","sales",.0036,.077
580383,"MA","engineer",.0062,.1
580406,"TX","sales",.0071,.053
580425,"MA","sales",.0071,.067
580446,"MA","engineer",.0076,.335
580456,"MA","engineer",.0064,.032
580485,"TX","sales",.0103,.036
580494,"MA","engineer",.0079,.268
580498,"TX","engineer",.0034,.079
580516,"TX","engineer",.0065,.056
580518,"MA","sales",.0059,.011
580529,"MA","engineer",.0017,.062
580532,"MA","engineer",.0026,.086
580551,"MA","engineer",.0037,.24
580552,"MA","sales",.0031,.022
580555,"MA","sales",.01,.296
580556,"TX","engineer",.0047,.069
580562,"MA","engineer",.0013,.154
580572,"TX","engineer",.0008,.103
580589,"TX","engineer",.0068,.054
580600,"MA","sales",.0016,.09
580607,"MA","sales",.0069,.157
580608,"TX","engineer",.0075,.05
580618,"MA","engineer",.0013,.022
580642,"TX","sales",.0057,.062
580676,"MA","sales",.0036,.164
580682,"MA","engineer",.0069,.024
580689,"MA","engineer",.0072,.146
580692,"MA","engineer",.0048,.178
580693,"TX","engineer",.0077,.049
580697,"MA","sales",.0068,.047
580747,"MA","engineer",.0062,.11
580760,"MA","sales",.0057,.15
580771,"TX","engineer",.0071,.052
580772,"MA","sales",.0075,.192
580788,"MA","engineer",.0065,.188
580796,"TX","engineer",.0044,.071
580826,"MA","sales",.0059,.112
580831,"MA","engineer",.005,.029
580834,"MA","engineer",.0012,.085
580836,"MA","sales",.0092,.293
580837,"TX","engineer",.0078,.048
580846,"MA","sales",.0055,.117
580849,"TX","engineer",.0064,.057
580858,"TX","engineer",.006,.059
580867,"TX","engineer",0,.112
580875,"MA","engineer",.0025,.21
580889,"TX","engineer",.0022,.09
580895,"MA","sales",.0049,.06
580912,"MA","sales",.0033,.15
580913,"MA","engineer",.0049,.025
580916,"MA","engineer",.0027,.022
580917,"MA","sales",.0019,.133
580922,"MA","sales",.0013,.132
580924,"MA","engineer",.0016,.131
580962,"MA","sales",.0034,.123
580975,"MA","engineer",.0057,.135
580987,"MA","engineer",.0077,.144
580993,"TX","engineer",.0023,.089
580999,"MA","engineer",.0026,.068
581008,"TX","engineer",.0024,.088
581009,"MA","engineer",.0067,.14
581013,"MA","engineer",.0035,.087
581021,"MA","engineer",.0035,.129
581028,"TX","engineer",.0013,.099
581052,"MA","engineer",.0051,.242
581063,"TX","engineer",.0061,.058
581076,"TX","engineer",.0066,.055
581083,"MA","engineer",.0018,.15
581111,"MA","sales",.0022,.078
581121,"MA","sales",.0065,.253
581122,"MA","sales",.0053,.033
581143,"MA","engineer",.0028,.131
581150,"TX","engineer",.0149,.019
581171,"TX","engineer",.0113,.031
581200,"MA","engineer",.0074,.26
581210,"MA","engineer",.0008,.014
581220,"MA","engineer",.0043,.131
581231,"MA","sales",.0044,.065
581236,"TX","engineer",.0016,.096
581240,"TX","engineer",.0041,.073
581261,"MA","engineer",.0013,.128
581270,"MA","sales",.0051,.234
581291,"TX","engineer",.0051,.065
581308,"MA","sales",.0047,.194
581309,"MA","engineer",.0036,.12
581316,"MA","engineer",.0027,.078
581324,"MA","sales",.0066,.208
581333,"MA","sales",.0069,.085
581343,"MA","sales",.0075,.227
581349,"MA","engineer",.0033,.061
581356,"MA","sales",.0005,.011
581358,"MA","sales",.004,.073
581364,"MA","sales",.0065,.311
581394,"TX","sales",.0106,.034
581426,"TX","sales",.0082,.046
581462,"TX","engineer",.0115,.031
581467,"TX","engineer",.0015,.096
581468,"TX","sales",.0047,.069
581471,"TX","engineer",.0024,.088
581472,"TX","sales",.0119,.029
581484,"MA","sales",.0038,.191
581502,"MA","engineer",.0059,.116
581528,"TX","engineer",.0072,.051
581534,"MA","sales",.0023,.08
581568,"TX","engineer",.0041,.073
581584,"MA","engineer",.0058,.023
581593,"MA","sales",.0079,.216
581602,"TX","engineer",.0059,.06
581621,"MA","sales",.0014,.046
581641,"MA","sales",.0053,.106
581642,"MA","engineer",.0069,.238
581649,"MA","sales",.0032,.019
581661,"TX","engineer",.0024,.088
581677,"MA","sales",.0018,.134
581685,"TX","engineer",.0028,.084
581687,"TX","engineer",.0025,.087
581694,"MA","engineer",.007,.149
581696,"MA","sales",.0063,.131
581717,"MA","engineer",.0055,.1
581718,"TX","engineer",.0004,.108
581720,"MA","engineer",.0049,.041
581739,"MA","engineer",.002,.021
581757,"MA","engineer",.0038,.078
581758,"TX","engineer",.0041,.074
581769,"MA","sales",.0053,.119
581772,"TX","engineer",.0141,.022
581774,"TX","engineer",.0072,.052
581797,"TX","sales",.0126,.026
581807,"MA","sales",.0062,.267
581810,"MA","sales",.0018,.133
581824,"TX","engineer",.0059,.06
581829,"TX","engineer",.0052,.065
581852,"MA","engineer",.0006,.076
581855,"TX","sales",.0123,.027
581862,"MA","sales",.0039,.193
